"BF_SIGEN1500_014444_NOMNOM_341500_0357","BF_014444_NOMNOM_452000_0237","SBFT_FULL_GV_HOT_0140_VCCMIN_702800_0308","XSHIP_GV133_012121_MINMIN_1332800_0253","BF_014444_NOMNOM_452000_0247","XSHIP_GV200_011717_MINMIN_2003400_0123","XSHIP_GV200_011515_MINMIN_2003000_0143","SBFT_SIGON_1000_NOM_FF","SBFT_FULL_GV_HOT_0140_VCCMIN_702800_0318","SBFT_SIGON_1500_NOM","BF_014444_NOMNOM_452000_0207","BF_014444_NOMNOM_452000_0217","BF_014444_MAXMAX_683000_0544","SBFT_FULL_GV_HOT_0140_VCCMIN_702800_0313","BF_014444_MINMIN_823600_0213","BF_014444_NOMNOM_452000_0227","SBFT_SIGON_2000_NOM","BF_SIGEN2000_VID_014444_NOMNOM_452000_0262","SBFT_FULL_0140_MAXMAX_853400_0903","BF_014444_MINMIN_733200_0433","SCANATPG_SCOREBOARD_0120_NOM_1000","SBFT_FULL_0140_MINMIN_702800_0324","BF_SIGEN1500_VID_014444_NOMNOM_341500_0363","GV_HOT_DT_014444_VCCMIN_642800_0126","SCANATPG_0120_NOM_1200","GV_HOT_DT_014444_VCCMIN_642800_0136","BF_014444_MINMIN_683000_0543","GV_HOT_DT_014444_VCCMIN_642800_0116","SBFT_FULL_0140_MINMIN_903600_0506","SBFT_FULL_0140_MINMIN_853400_0711","BF_014444_MINMIN_773400_0323","BF_014444_MINMIN_642800_0653","BF_014444_NOMNOM_452000_0257","BF_014444_MINMIN_863800_0103","BF_SIGEN1000_VID_014444_NOMNOM_231000_0461","SBFT_SIGON_1800_NOM","SBFT_FULL_0140_MINMIN_753000_1121","BF_SIGEN1000_014444_NOMNOM_231000_0457","SCANATPG_0120_NOM_1000","SBFT_FAFI_0140_MINMIN_702800_0324","SBFT_FULL_0140_MINMIN_803200_0916",
,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,,,,,,,,,,,,"W5091078    179     7  -9"
,,,,,,,,,,,,,,,,,,,"G1709879P2463754_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_984397015",,,,,,,,,,,,,,,,,,,,,,"W5091078    179     9  -8"
,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,,,,,,,,,,,,"W5091078    163    -9   7"
,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,,,,,,,,,,,,"W5091078    164   -12  -2"
,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,,,,,,,,,,,,"W5091078    164   -10  -7"
,,,,,,,,,,,,,,,,,,,"G1709879P2463754_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_984397015",,,,,,,,,,,,,,,,,,,,,,"W5091078    160     0 -12"
,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,,,,,,,,,,,,"W5091078    160    -4 -11"
,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,,,,,,,,,,,,"W5091078    122   -12   2"
,,,,,,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,,,,,,,,,,,,"W5091078    160     3 -11"
,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,,,,,,,,,,,,"W5091078    164     6 -10"
,,,,,,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,,,,,,,,,,,,"W5091078    163     1  11"
,,,,,,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,,,,,,,,,,,,"W5091078    160   -12   2"
,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,,,,,,,,,,,,"W5091078    179    -3 -11"
,,,,,,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,,,,,,,,,,,,"W5091078    132     7 -10"
,,,,,,,,,,,,,,,,,,,"G1681480P2452700_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_SYSCALL_MT_812389931",,,,,,,,,,,,,,,,,,,,,,"W5091078    179     4 -11"
,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,,,,,,,,,,,,"W5091078    179     5 -10"
,,,,,,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,,,,,,,,,,,,"W5091078    179     4 -10"
,,,,,,,,,,,,,,,,,,,"G1686449P2261928_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_VME1_IASM",,,,,,,,,,,,,,,,,,,,,,"W5091078    163    -7   9"
,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,,,,,,,,,,,,"W5091078    179   -12   3"
,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,,,,,,,,,,,,"W5091078    157     9  -8"
,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,,,,,,,,,,,,"W5091078    157    -1  11"
,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,,,,,,,,,,,,"W5091078    179    12   3"
,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,,,,,,,,,,,,"W5091078    179    12   2"
,,,,,,,,,,,,,,,,,,,"G1709879P2463754_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_984397015",,,,,,,,,,,,,,,,,,,,,,"W5091078    157    10  -7"
,,,,,,,,,,,,,,,,,,,"G1686449P2261928_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_VME1_IASM",,,,,,,,,,,,,,,,,,,,,,"W5091078    177    -5  10"
,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,,,,,,,,,,,,"W5091078    157     1 -11"
,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,,,,,,,,,,,,"W5091078    125     3 -10"
,,,,,,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,,,,,,,,,,,,"W5091078    167   -12   0"
,,,,,,,,,,,,,,,,,,,"G1681571P2808874_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_HE_64BIT_GENERIC_INT_MT",,,,,,,,,,,,,,,,,,,,,,"W5091078    125     3 -11"
,,,,,,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,,,,,,,,,,,,"W5091078    160    11  -6"
,,,,,,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,,,,,,,,,,,,"W5091078    160     4  -8"
,,,,,,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,,,,,,,,,,,,"W5091078    160   -11  -5"
,,,,,,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,,,,,,,,,,,,"W5091078    122     2 -10"
,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,,,,,,,,,,,,"W5091078    175    12   3"
,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,,,,,,,,,,,,"W5091078    157   -12   2"
,,,,,,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,,,,,,,,,,,,"W5091078    122   -12  -2"
,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,,,,,,,,,,,,"W5091078    164     0  -8"
,,,,,,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,,,,,,,,,,,,"W5091078    177     5 -11"
,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,,,,,,,,,,,,"W5091078    121    -7   9"
,,,,,,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,,,,,,,,,,,,"W5091078    177    -7 -10"
,,,,,,,,,,,,,,,,,,,"G1709373P2251068_014444_PL01DV_FTXXX_US1XM1X2XXXHXXXXX_BAV_APIC_INIT_EOI",,,,,,,,,,,,,,,,,,,,,,"W5091078    177     6 -10"
,,,,,,,,,,,,,,,,,,,"G1686449P2261928_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_VME1_IASM",,,,,,,,,,,,,,,,,,,,,,"W5091078    122   -10   6"
,,,,,,,,,,,,,,,,,,,"G1679674P2443288_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_DPU_UL1_NON_64BYTE_FETCH_0",,,,,,,,,,,,,,,,,,,,,,"W5091078    122     2  -8"
,,,,,,,,,,,,,,,,,,,"G1686449P2261928_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_VME1_IASM",,,,,,,,,,,,,,,,,,,,,,"W5091078    175    -2  11"
,,,,,,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,,,,,,,,,,,,"W5091078    179     2  -9"
,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,,,,,,,,,,,,"W5091078    163   -12   1"
,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,,,,,,,,,,,,"W5091078    179     1  -8"
,,,,,,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,,,,,,,,,,,,"W5091078    179     8  -8"
,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,,,,,,,,,,,,"W5091078    160     1 -10"
,,,,,,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,,,,,,,,,,,,"W5091078    164    11  -5"
,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,,,,,,,,,,,,"W5091078    122     6   8"
,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,,,,,,,,,,,,"W5091078    163    -2  11"
,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,,,,,,,,,,,,"W5091078    179   -11  -5"
,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,,,,,,,,,,,,"W5091078    179     0  -4"
,,,,,,,,,,,,,,,,,,,"G1681571P2808874_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_HE_64BIT_GENERIC_INT_MT",,,,,,,,,,,,,,,,,,,,,,"W5091078    179    -1 -12"
,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,,,,,,,,,,,,"W5091078    157     8  -9"
,,,,,,,,,,,,,,,,,,,"G1704881P2463734_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_CALL_RET_MT_981640028",,,,,,,,,,,,,,,,,,,,,,"W5091078    175     5 -10"
,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,,,,,,,,,,,,"W5091078    132    -7   9"
,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,,,,,,,,,,,,"W5091078    175     0  -8"
,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,,,,,,,,,,,,"W5091078    175     1 -10"
,,,,,,,,,,,,,,,,,,,"G1709879P2463754_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_984397015",,,,,,,,,,,,,,,,,,,,,,"W5091078    179     1 -10"
,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,,,,,,,,,,,,"W5091078    179     2 -10"
,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,,,,,,,,,,,,"W5091078    179     1 -11"
,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,,,,,,,,,,,,"W5091078    132   -12  -2"
,,,,,,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,,,,,,,,,,,,"W5091078    177    -7   9"
,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,,,,,,,,,,,,"W5091078    175   -10  -7"
,,,,,,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,,,,,,,,,,,,"W5091078    157    11  -5"
,,,,,,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,,,,,,,,,,,,"W5091078    157    11   2"
,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,,,,,,,,,,,,"W5091078    175    11  -5"
,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,,,,,,,,,,,,"W5091078    175   -12  -1"
,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,,,,,,,,,,,,"W5091078    157     3 -11"
,,,,,,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,,,,,,,,,,,,"W5091078    122    -4 -11"
,,,,,,,,,,,,,,,,,,,"G1681571P2808874_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_HE_64BIT_GENERIC_INT_MT",,,,,,,,,,,,,,,,,,,,,,"W5091078    122     3 -11"
,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,,,,,,,,,,,,"W5091078    122     2 -11"
,,,,,,,"G1403388P2232148_014040_PK03DB_LBXXX_US1XM1X1XXXIXXXXX_SAAT_SAUOPDECS_TEST_SBFT_T1",,"G1403595P2256398_014040_PK03DB_LBXXX_US1XM1X1XXXIXXXXX_WMT_SBFT_MTRR_PAT_NEW_T1",,,,,,,"G1403595P2256398_014040_PK03DB_LBXXX_US1XM1X1XXXIXXXXX_WMT_SBFT_MTRR_PAT_NEW_T1",,,,,,,,,,,,,,,,,,,"G1403595P2256398_014040_PK03DB_LBXXX_US1XM1X1XXXIXXXXX_WMT_SBFT_MTRR_PAT_NEW_T1",,,,,,"W5091078    121     6  10"
,,,,,,,"G1404244P2231568_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_AG_TOGGLE_SBFT",,"G1404244P2231568_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_AG_TOGGLE_SBFT",,,,,,,"G1404244P2231568_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_AG_TOGGLE_SBFT",,,,,,,,,,,,,,,,,,,"G1404244P2231568_014040_PK03DB_LBXXX_US1XM1X0XXXIXXXXX_AG_TOGGLE_SBFT",,,,,,"W5091078    164     9   8"
,,,,"G1696422P2463534_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_DPU_PMH_CR_BASIC_1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"W5091078    167   -11   5"
,,,,"G1696422P2463534_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_DPU_PMH_CR_BASIC_1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"W5091078    167     1  12"
,,,,"G1696422P2463534_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_DPU_PMH_CR_BASIC_1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"W5091078    175   -11   5"
,,,,"G1696422P2463534_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_DPU_PMH_CR_BASIC_1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"W5091078    122    -3  11"
,,,,"G1696422P2463534_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_DPU_PMH_CR_BASIC_1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"W5091078    160    -4  11"
,,,,"G1696422P2463534_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_DPU_PMH_CR_BASIC_1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"W5091078    164    -4  11"
,,,,"G1696422P2463534_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_DPU_PMH_CR_BASIC_1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"W5091078    163    -6  10"
,,,,,,,,,,,,,,,,,,,,"D1499435P2363472_012020_PK04DG_FTXXX_UX1XM1X0SS4XXXXXX_MS_PH1_STATPG",,,,"D1499435P2363472_012020_PK04DG_FTXXX_UX1XM1X0SS4XXXXXX_MS_PH1_STATPG",,,,,,,,,,,,,,"D1499435P2363472_012020_PK04DG_FTXXX_UX1XM1X0SS4XXXXXX_MS_PH1_STATPG",,,"W5091078    125     3  11"
,,,,,,,,,,,,,,,,,,,,"D1503972P2384930_012020_PK04DG_FTXXX_UX1XM1X0SE4XXXXXX_TBPU_PH1_STATPG",,,,"D1503972P2384930_012020_PK04DG_FTXXX_UX1XM1X0SE4XXXXXX_TBPU_PH1_STATPG",,,,,,,,,,,,,,"D1503972P2384930_012020_PK04DG_FTXXX_UX1XM1X0SE4XXXXXX_TBPU_PH1_STATPG",,,"W5091078    125    13   2"
,,,,,,,,,,,,,,,,,,,,"D1499435P2363472_012020_PK04DG_FTXXX_UX1XM1X0SS4XXXXXX_MS_PH1_STATPG",,,,"D1499435P2363472_012020_PK04DG_FTXXX_UX1XM1X0SS4XXXXXX_MS_PH1_STATPG",,,,,,,,,,,,,,"D1499435P2363472_012020_PK04DG_FTXXX_UX1XM1X0SS4XXXXXX_MS_PH1_STATPG",,,"W5091078    157     6   9"
,,,,,,,,,,,,,,,,,,,,"D1499424P2363730_012020_PK04DG_FTXXX_UX1XM1X0SB4XXXXXX_BPI_PH1_STATPG",,,,"D1499424P2363730_012020_PK04DG_FTXXX_UX1XM1X0SB4XXXXXX_BPI_PH1_STATPG",,,,,,,,,,,,,,"D1499424P2363730_012020_PK04DG_FTXXX_UX1XM1X0SB4XXXXXX_BPI_PH1_STATPG",,,"W5091078    175     1   2"
,,,,,,,,,,,,,,,,,,,,,,,,,,"G1709879P2463754_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_984397015",,,,,,,,,,,,,,,"W5091078    167    -9  -9"
,,,,,,,,,,,,,,,,,,,,,,,,,,"G1685382P2808856_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_HE_64BIT_GENERIC_INT_MT",,,,,"G1685382P2808856_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_HE_64BIT_GENERIC_INT_MT",,,,,,,,,,"W5091078    121   -11   5"
,,,,,,,,,,,,,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,,,,,"W5091078    122    11  -7"
,,,,,,,,,,,,,,,,,,,,,,,,,,"G1709879P2463754_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_984397015",,,,,,,,,,,,,,,"W5091078    160     8 -10"
,,,,,,,,,,,,,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,,,,,"W5091078    175     8 -10"
,,,,,,,,,,,,,,,,,,,,,,,,,,"G1681571P2808874_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_HE_64BIT_GENERIC_INT_MT",,,,,,,,,,,,,,,"W5091078    175    -8 -10"
,,,,,,,,,,,,,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,,,,,"W5091078    175    11  -7"
,,,,,,,,,,,,,,,,,,,,,,,,,,"G1683307P2801754_014444_PL01DF_FUXXX_UX1XM1X0XXXHXXXXX_UL1_SINGLEBITECC_PBIST_DATA",,,,,"G1683307P2801754_014444_PL01DF_FUXXX_UX1XM1X0XXXHXXXXX_UL1_SINGLEBITECC_PBIST_DATA",,,,,,,,,,"W5091078    167   -12  -3"
,,,,,,,,,,,,,,,,,,,,,,,,,,"G1696630P2210378_014444_PL01DW_FTXXX_US1XM1X0XXXHXXXXX_PAGE_RSVD_BITS_PF",,,,,,,,,,,,,,,"W5091078    125    -8 -10"
,,,,,,,,,,,,,,,,,,,,,,,,,,"G1683303P2437046_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_ISROUTPUT4A",,,,,,,,,,,,,,,"W5091078    132     2 -13"
,,,,,,,,,,,,,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,,,,,"W5091078    167    -8 -10"
,,,,,,,,,,,,,,,,,,,,,,,,,,"G1709879P2463754_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_984397015",,,,,,,,,,,,,,,"W5091078    125    11  -7"
,,,,,,,,,,,,,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,,,,,"W5091078    167    -5 -12"
,,,,,,,,,,,,,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,,,,,"W5091078    122    13   0"
,,,,,,,,,,,,,,,,,,,,,,,,,,"G1703139P2247738_014444_PL01DF_FTXXX_US1XM1X1XXXQXXXXX_FSB_SMM",,,,,"G1703139P2247738_014444_PL01DF_FTXXX_US1XM1X1XXXQXXXXX_FSB_SMM",,,,,,,,,,"W5091078    121   -11  -6"
,,,,,,,,,,,,,,,,,,,,,,,,,,"G1678777P2324998_014444_PL01DF_FTXXX_US1XM1X0XXXHXXXXX_FLSF1",,,,,,,,,,,,,,,"W5091078    121    10   7"
,,,,,,,,,,,,,,,,,,,,,,,,,,"G1682213P2463724_014444_PL01DF_FTXXX_US1XM1X2XXXHXXXXX_TD_PROT_MODE_FARCALL_MT_133855825",,,,,,,,,,,,,,,"W5091078    164   -10  -8"
